Package |	License	|Source of License Information|	Comments|	License/Copyright Links/References
libsnappy-dev |	GPL, MIT-Equivalent, Google Inc., Apache-2.0	|WICC4D UI|	Source Package Snappy|	NA
libsndfile1 |	LGPL-2.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libs/libsndfile/libsndfile_1.0.25-10/copyright
libsocket6-perl |	BSD-3-Clause, ISC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libs/libsocket6-perl/libsocket6-perl_0.25-1build2/copyright
libsodium18 |	MIT-Equivalent	|WICC4D|	NA|	NA
libsoup2.4-1 |	LGPL-2.0	|WICC4D|	NA|	NA
libsoup-gnome2.4-1 |	LGPL-2.0	|WICC4D|	NA|	NA
libspatial4j-0.4-java |	Apache license v2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/s/spatial4j-0.4/spatial4j-0.4_0.4.1-4/copyright
libsqlite3-0 |	LGPL-2.1	|WICC4D|	Source package sqlite3|	NA
libssl1.0.0 |	BSD-4-Clause	|WICC4D|	part of openssl|	NA
libssl-dev |	BSD-4-clause	|WICC4D|	part of openssl|	NA
libssl-doc |	BSD-4-clause	|WICC4D|	part of openssl|	NA
libstatgrab10 |	GPL-2.0+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libs/libstatgrab/libstatgrab_0.91-1/copyright
libstax-java |	Apache-2.0	|WICC4D|	part of StAX|	NA
libstdc++-4.8-dev |	GPL-3	|WICC4D|	part of gcc|	NA
libstdc++-5-dev |	GPL-3+	|openhub.net|	Part of gcc-5 - GNU Compiler Collection|	https://www.openhub.net/p/gcc
libsubunit0 |	Apache-2.0, BSD-4-Clause-UC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/s/subunit/subunit_1.1.0-3/copyright
libsubunit-dev |	Apache-2.0, BSD-4-Clause-UC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/s/subunit/subunit_1.1.0-3/copyright
libsys-hostname-long-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libs/libsys-hostname-long-perl/libsys-hostname-long-perl_1.5-1/copyright
libsz2 |	GPL	|GitHub|	NA|	https://github.com/bme-notes/bsz2/blob/master/LICENSE
libtasn1-6 |	LGPL-2.1, GPL-3+	|ubuntu.com|	The library itself is licensed as LGPLv2.1+, the build system, test-suite and command-line tools (package libtasn1-bin) are GPLv3+.|	http://changelogs.ubuntu.com/changelogs/pool/main/libt/libtasn1-6/libtasn1-6_4.7-3ubuntu0.16.04.1/copyright
libtasn1-6-dev |	LGPL-2.1	|source code|	NA|	http://www.gnu.org/software/libtasn1/
libtcl8.5 |	Artistic-2	|WICC4D|	part of tcl|	NA
libtcl8.6 |	BSD-type	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/t/tcl8.6/tcl8.6_8.6.5+dfsg-2/copyright
libtcmalloc-minimal4 |	BSD-Equivalent	|WICC4D UI|	Source Package gperftools|	NA
libtdb1 |	LGPL 3+, BSD-3	|ubuntu.com|	NA|	NA
libterm-readkey-perl |	Artistic or GPL-1+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libt/libterm-readkey-perl/libterm-readkey-perl_2.33-1build1/copyright
libthai0 |	LGPL-2.1+	|ubuntu.com|	part of libthai|	http://changelogs.ubuntu.com/changelogs/pool/main/libt/libthai/libthai_0.1.24-2/copyright
libthai-data |	LGPL 2.1+, GPL 2+	|ubuntu.com|	part of libthai|	NA
libtiff5 |	MIT	|WICC4D|	part of libtiff |	NA
libtiffxx5 |	MIT Equivalent	|WICC4D|	part of tiff|	NA
libtimedate-perl |	Artistic-2.0	|WICC4D|	NA|	NA
libtinfo5 |	MIT	|WICC4D|	part of ncurses|	http://changelogs.ubuntu.com/changelogs/pool/main/z/zip/zip_3.0-11/copyright
libtinfo-dev |	MIT	|WICC4D|	part of ncurses|	NA
libtk8.5 |	Unique	|WICC4D|	part of Tcl-Tk|	NA
libtk8.6 |	BSD-type	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/t/tk8.6/tk8.6_8.6.5-1/copyright
libtomcat7-java |	Apache-2.0	|WICC4D|	part of Tomcat |	NA
libtool |	GPL-2.0	|WICC4D|	NA|	NA
libtorque2 |	Apache-2	|WICC4D|	part of torque|	NA
libtotem-pg5 |	BSD-4-Clause-UC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/c/corosync/corosync_2.3.5-3ubuntu1/copyright
libtxc-dxtn-s2tc0 |	Expat	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/s/s2tc/s2tc_0~git20131104-1.1/copyright
libubsan0 |	GPL-3+	|openhub.net|	Part of gcc-5 - GNU Compiler Collection|	https://www.openhub.net/p/gcc
libunistring0 |	GPL-3, LGPL-3, GFDL-1.2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libu/libunistring/libunistring_0.9.3-5.2ubuntu1/copyright
libunsafe-mock-java |	GPL-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libunsafe-mock-java/filelist
liburi-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libu/liburi-perl/liburi-perl_1.71-1/copyright
libusb-1.0-0 |	LGPL-2.1	|WICC4D|	NA|	NA
libuv1 |	MIT	|WICC4D|	part of libuv|	NA
libuv1-dev |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/ppc64el/libuv1-dev/filelist
libv8-3.14.5 |	BSD-Equivalent	|WICC4D UI|	Source Package V8|	NA
libvorbis0a |	BSD-3-Clause	|WICC4D|	part of libvorbis - BSD-2-Clause or BSD-3-Clause or BSD-4-Clause as per WICC4d|	NA
libvorbisenc2 |	BSD-3-Clause	|WICC4D|	part of libvorbis - BSD-2-Clause or BSD-3-Clause or BSD-4-Clause as per WICC4d|	NA
libvorbisfile3 |	BSD-3-Clause	|WICC4D|	part of libvorbis - BSD-2-Clause or BSD-3-Clause or BSD-4-Clause as per WICC4d|	NA
libvotequorum7 |	BSD-4-Clause-UC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/c/corosync/corosync_2.3.5-3ubuntu1/copyright
libvpx3 |	BSD-4-Clause	|WICC4D|	NA|	NA
libwacom2 |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libw/libwacom/libwacom_0.18-1/copyright
libwacom-common |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libw/libwacom/libwacom_0.18-1/copyright
libwagon2-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/w/wagon2/wagon2_2.10-3/copyright
libwagon-java |	GPL-2, Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/w/wagon/wagon_1.0.0-7/copyright
libwayland-client0 |	MIT	|openhub.net|	NA|	https://www.openhub.net/p/wayland
libwayland-cursor0 |	MIT	|openhub.net|	NA|	https://www.openhub.net/p/wayland
libwayland-egl1-mesa |	MIT	|WICC4D|	mesa (source package) on WICC4D|	NA
libwayland-server0 |	MIT	|openhub.net|	NA|	https://www.openhub.net/p/wayland
libwebp5 |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libw/libwebp/libwebp_0.4.4-1/copyright
libwebpmux1 |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libw/libwebp/libwebp_0.4.4-1/copyright
libwind0-heimdal |	BSD-3-clause	|WICC4D|	part of heimdal kerberos|	NA
libwmf0.2-7 |	LGPL	|ubuntu.com|	NA|	http://wvware.sourceforge.net/libwmf.html#contr
libwmf-dev |	LGPL-2.0	|debian.org|	NA|	http://metadata.ftp-master.debian.org/changelogs/main/libw/libwmf/libwmf_0.2.8.4-10.6_copyright
libwrap0 |	BSD	|Other|	https://en.wikipedia.org/wiki/TCP_Wrapper|	http://changelogs.ubuntu.com/changelogs/pool/main/t/tcp-wrappers/tcp-wrappers_7.6.q-25/copyright
libwww-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libw/libwww-perl/libwww-perl_6.15-1/copyright
libwww-robotrules-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libw/libwww-robotrules-perl/libwww-robotrules-perl_6.01-1/copyright
libwxbase3.0-0v5 |	wxWindows Library License	|WICC4D|	wxBase on WICC4D|	NA
libwxgtk3.0-0v5 |	wxWindows	|WICC4D|	wxgtk on WICC4D|	NA
libx11-6 |	MIT	|WICC4D|	part of libx11|	NA
libx11-data |	MIT	|WICC4D|	part of libx11|	NA
libx11-dev |	MIT	|WICC4D|	part of libx11|	NA
libx11-doc |	MIT	|WICC4D|	Source package libx11|	NA
libx11-xcb1 |	MIT	|WICC4D|	part of libx11|	NA
libx11-xcb-dev |	MIT	|WICC4D|	Source package libx11|	NA
libxalan2-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libx/libxalan2-java/libxalan2-java_2.7.1-9/copyright
libxalan-c111 |	Apache-2.0	|WICC4D UI|	Source package Xalan-C|	NA
libxau6 |	MIT	|WICC4D|	part of libxau|	NA
libxau-dev |	MIT	|WICC4D|	part of libxau|	NA
libxaw7 |	MIT	|Source Code|	NA|	https://sourceforge.net/projects/xawm/
libxbean-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libx/libxbean-java/libxbean-java_4.5-1/copyright
libxcb1 |	MIT	|WICC4D|	part of libxcb |	NA
libxcb1-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-dri2-0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-dri3-0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-glx0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-icccm4 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-image0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-keysyms1 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-present0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-present-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-randr0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-randr0-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-render0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-render0-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-render-util0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-shape0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-shape0-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-shm0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-shm0-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-sync1 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-sync-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-util1 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-xfixes0 |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-xfixes0-dev |	MIT	|WICC4D|	part of libxcb|	NA
libxcb-xkb1 |	MIT	|WICC4D|	part of libxcb|	NA
libxcomposite1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxcursor1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxdamage1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxdamage-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxdmcp6 |	MIT	|WICC4D|	part of libxdmcp |	NA
libxdmcp-dev |	MIT	|WICC4D|	part of libxdmcp |	NA
libxerces2-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libx/libxerces2-java/libxerces2-java_2.11.0-7/copyright
libxerces-c3.1 |	Apache-2.0	|WICC4D UI|	Source Package libxerces-c|	NA
libxext6 |	MIT	|WICC4D|	part of libxext |	NA
libxext-dev |	MIT	|WICC4D|	part of libxext|	NA
libxfixes3 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxfixes-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxft2 |	Python -2	|WICC4D|	part of libxft|	NA
libxft-dev |	Python-2	|WICC4D|	part of libxft|	NA
libxi6 |	MIT	|WICC4D|	part of libxft|	NA
libxi-dev |	MIT	|WICC4D|	part of libxi|	NA
libxinerama1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxkbcommon0 |	MIT	|WICC4D|	NA|	NA
libxkbcommon-x11-0 |	MIT	|WICC4D|	part of libxkbcommon |	NA
libxml2 |	MIT	|WICC4D|	NA|	NA
libxml2-dev |	MIT	|WICC4D|	part of libxml2|	NA
libxml-commons-external-java |	PD, BSD-like, Apache-2.0, GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/x/xml-commons-external/xml-commons-external_1.4.01-2build1/copyright
libxml-commons-resolver1.1-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libx/libxml-commons-resolver1.1-java/libxml-commons-resolver1.1-java_1.2-7build1/copyright
libxml-parser-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libx/libxml-parser-perl/libxml-parser-perl_2.44-1build1/copyright
libxmu6 |	MIT	|WICC4D|	part of libxmu|	NA
libxmu-dev |	MIT	|WICC4D|	part of libxmu|	NA
libxmu-headers |	MIT	|WICC4D|	part of libxmu|	NA
libxmuu1 |	MIT	|WICC4D|	part of libxmu|	NA
libxom-java |	LGPL-2.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/x/xom/xom_1.2.10-1/copyright
libxpm4 |	MIT	|WICC4D|	libxpm on WICC4D|	NA
libxpp3-java |	other-BSD, Apache-1.1, LGPL-2.1+, BSD-jaxen, BSD-saxpath	|ubuntu.com|	Different files are licensed differently. Most of them are under other-BSD, however there are some exceptions as well. Example: Files: src/java/xpath/org/xmlpull/v1/builder/xpath/saxpath/* are under BSD-saxpath etc.|	http://changelogs.ubuntu.com/changelogs/pool/universe/libx/libxpp3-java/libxpp3-java_1.1.4c-2build1/copyright
libxrandr2 |	Python-2.0	|WICC4D|	libxrandr on WICC4D|	NA
libxrender1 |	Python-2.0	|WICC4D|	libxrender on WICC4D|	NA
libxrender-dev |	Python-2	|WICC4D|	part of libxrender|	NA
libxshmfence1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxshmfence-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxslt1.1 |	MIT	|WICC4D|	NA|	NA
libxslt1-dev |	MIT	|WICC4D|	part of libxslt|	NA
libxss1 |	Open Source	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libx/libxss/libxss_1.2.2-1/copyright
libxstream-java |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libx/libxstream-java/libxstream-java_1.4.8-1/copyright
libxt6 |	MIT	|WICC4D|	part of libxt|	NA
libxtables11 |	GPL-2, Artistic-2, MIT	|ubuntu.com|	This can be distributed under GPL-2 as per the COPYING file in the source code and as per the project home page https://git.netfilter.org/iptables/tree/COPYING and http://www.netfilter.org/about.html#license However, some of the source code files have different licenses. Example: Files: iptables/iptables-apply has Artistic|	http://changelogs.ubuntu.com/changelogs/pool/main/i/iptables/iptables_1.6.0-2ubuntu3/copyright
libxt-dev |	MIT	|WICC4D|	part of libxt|	NA
libxtst6 |	MIT	|WICC4D|	part of libxtst|	NA
libxv1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxxf86dga1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxxf86vm1 |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
libxxf86vm-dev |	MIT	|WICC4D|	part of libxxf86vm|	NA
libyaml-0-2 |	MIT	|WICC4D|	NA|	NA
libyaml-cpp0.5v5 |	MIT-Equivalent	|WICC4D UI|	Source Package yaml-cpp|	NA
libyaml-snake-java |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libyaml-snake-java/filelist
libyecht-java |	Expat	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libyecht-java/filelist
libzmq3-dev |	GPL-3.0	|WICC4D|	NA|	NA
libzmq5 |	GPL-3.0	|WICC4D|	NA|	NA
libzstd0 |	BSD-2-clause,GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libz/libzstd/libzstd_0.5.1-1/copyright
linux-base |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/l/linux-base/linux-base_4.0ubuntu1/copyright
linux-libc-dev |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/l/linux/linux_4.4.0-57.78/copyright
lksctp-tools |	GPL-2, LGPL-2.1, BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/l/lksctp-tools/lksctp-tools_1.0.16+dfsg-3/copyright
lmdb |	MIT-Equivalent, BSD-Equivalent	|WICC4D UI|	NA|	NA
lmdb-doc |	OpenLDAP-2.8	|debian.org|	Source Package LIBLMDB|	http://metadata.ftp-master.debian.org/changelogs/main/l/lmdb/lmdb_0.9.21-1_copyright
load-grunt-tasks |	MIT-Equivalent	|WICC4D|	NA|	NA
lodash |	CC 0, MIT-Equivalent	|WICC4D|	NA|	NA
logrotate |	GPL-2.0	|WICC4D|	NA|	NA
lynx |	MIT-Equivalent	|WICC4D UI|	NA|	NA
lynx-common |	MIT-Equivalent	|WICC4D UI|	NA|	NA
m4 |	GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/m/m4/m4_1.4.17-5/copyright
make |	GPL-3+	|WICC4D|	NA|	NA
man-db |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/m/man-db/man-db_2.7.5-1/copyright
manpages |	GPL-2+, BSD-3-clause, BSD-4-clause, BSD-4-clause and verbatim, Expat, GPL-2, GPL-2+ and verbatim, LDPv1, freely-redistributable, henry-spencer-regex, public-domain, verbatim	|ubuntu.com|	Here all licenses are required as different manpages are available under different Licenses|	http://changelogs.ubuntu.com/changelogs/pool/main/m/manpages/manpages_4.04-2/copyright
manpages-dev |	GPL-2+, BSD-3-clause, BSD-4-clause, BSD-4-clause and verbatim, Expat, GPL-2, GPL-2+ and verbatim, LDPv1, freely-redistributable, henry-spencer-regex, public-domain, verbatim	|ubuntu.com|	Here all licenses are required as different manpages are available under different Licenses|	http://changelogs.ubuntu.com/changelogs/pool/main/m/manpages/manpages_4.04-2/copyright
markdown |	BSD-Equivalent	|WICC4D |	NA|	NA
mathjax-23.zip |	Apache-2.0	|source code|	https://s3.amazonaws.com/rstudio-buildtools/mathjax-23.zip|	https://github.com/mathjax/MathJax/blob/master/LICENSE
maven |	Apache-2.0	|WICC4D|	NA|	NA
maven-ant-helper |	Apache-2.0	|openhub.net|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven-ant-helper/maven-ant-helper_7.11/copyright
maven-repo-helper |	Apache-2.0	|openhub.net|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven-repo-helper/maven-repo-helper_1.8.12/copyright
mcrypt |	GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/m/mcrypt/mcrypt_2.6.8-1.3ubuntu1/copyright
mesa-common-dev |	MIT	|WICC4D|	part of mesa|	NA
mime-support |	public-domain, Bellcore	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mime-support/mime-support_3.59ubuntu1/copyright
mocha |	MIT-Equivalent	|WICC4D|	NA|	NA
mock |	BSD ASM, BSD-Equivalent	|WICC4D |	NA|	NA
mousetrap |	Apache-2.0	|WICC4D|	NA|	NA
nailgun |	Apache-2, GPL-3+	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/ppc64el/nailgun/filelist
netbase |	GPL-2	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/netbase/filelist
node-abbrev |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-abbrev/filelist
node-ansi |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-ansi/filelist
node-ansi-color-table |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-ansi-color-table/filelist
node-archy |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-archy/filelist
node-async |	Expat, GPL-3+	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-async/filelist
node-block-stream |	BSD License	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-block-stream/filelist
node-combined-stream |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-combined-stream/filelist
node-cookie-jar |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-cookie-jar/filelist
node-delayed-stream |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-delayed-stream/filelist
node-forever-agent |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-forever-agent/filelist
node-form-data |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-form-data/filelist
node-fstream |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-fstream/filelist
node-fstream-ignore |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-fstream-ignore/filelist
node-github-url-from-git |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-github-url-from-git/filelist
node-glob |	ISC License	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-glob/filelist
node-graceful-fs |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-graceful-fs/filelist
node-gyp |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-gyp/filelist
node-inherits |	ISC License	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-inherits/filelist
node-ini |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-ini/filelist
node-json-stringify-safe |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-json-stringify-safe/filelist
node-lockfile |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-lockfile/filelist
node-lru-cache |	ISC License	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-lru-cache/filelist
node-mime |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-mime/filelist
node-minimatch |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-minimatch/filelist
node-mkdirp |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-mkdirp/filelist
node-mute-stream |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-mute-stream/filelist
node-node-uuid |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-node-uuid/filelist
node-nopt |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-nopt/filelist
node-normalize-package-data |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-normalize-package-data/filelist
node-npmlog |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-npmlog/filelist
node-once |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-once/filelist
node-osenv |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-osenv/filelist
node-qs |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-qs/filelist
node-read |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-read/filelist
node-read-package-json |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-read-package-json/filelist
node-request |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-request/filelist
node-retry |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-retry/filelist
node-rimraf |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-rimraf/filelist
node-sass |	Apache-2.0	|ubuntu.com|	NA|	NA
node-semver |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-semver/filelist
node-sha |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-sha/filelist
node-sigmund |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-sigmund/filelist
node-slide |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-slide/filelist
node-tar |	ISC License	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-tar/filelist
node-tunnel-agent |	apache v-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-tunnel-agent/filelist
node-underscore |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-underscore/filelist
node-which |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/node-which/filelist
notebook |	BSD-Equivalent	|WICC4D |	NA|	NA
numpy |	BSD-Equivalent	|WICC4D |	NA|	NA
openjdk-8-jdk |	GPL-2.0	|WICC4D|	part of openjdk |	NA
openjdk-8-jdk-headless |	GPL-2.1	|WICC4D|	part of openjdk |	NA
openjdk-8-jre |	GPL-2.2	|WICC4D|	part of openjdk |	NA
openjdk-8-jre-headless |	GPL-2.3	|WICC4D|	part of openjdk |	NA
openssl |	BSD-4-Clause	|WICC4D|	NA|	NA
pandas  |	BSD-Equivalent	|WICC4D |	NA|	NA
pathlib2 |	MIT-Equivalent	|WICC4D |	NA|	NA
pbr |	Apache-2.0, Creative Commons	|WICC4D |	NA|	NA
pexpect |	BSD-Equivalent	|WICC4D |	NA|	NA
phantomjs-prebuilt |	MIT-Equivalent	|WICC4D|	NA|	NA
pickleshare |	MIT-Equivalent	|WICC4D |	NA|	NA
pip |	MIT	|WICC4D|	part of pip (python)|	NA
pkg-config |	LGPL-2	|WICC4D|	NA|	NA
po-debconf |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/po-debconf/po-debconf_1.0.19/copyright
